fname,liveness_score
0.mp4,0
100.mp4,0
101.mp4,0
102.mp4,1
103.mp4,0
104.mp4,1
105.mp4,1
106.mp4,0
107.mp4,0
108.mp4,0
109.mp4,0
10.mp4,1
110.mp4,0
111.mp4,1
112.mp4,1
113.mp4,0
114.mp4,1
115.mp4,0
116.mp4,0
117.mp4,1
118.mp4,1
119.mp4,1
11.mp4,0
120.mp4,1
121.mp4,0
122.mp4,0
123.mp4,0
124.mp4,1
125.mp4,0
126.mp4,1
127.mp4,1
128.mp4,0
129.mp4,0
12.mp4,0
130.mp4,0
131.mp4,1
132.mp4,1
133.mp4,1
134.mp4,1
135.mp4,1
136.mp4,1
137.mp4,0
138.mp4,0
139.mp4,0
13.mp4,0
140.mp4,1
141.mp4,1
142.mp4,0
143.mp4,1
144.mp4,0
145.mp4,1
146.mp4,1
147.mp4,0
148.mp4,1
149.mp4,0
14.mp4,0
150.mp4,0
151.mp4,0
152.mp4,0
153.mp4,0
154.mp4,1
155.mp4,0
156.mp4,1
157.mp4,0
158.mp4,1
159.mp4,0
15.mp4,0
160.mp4,1
161.mp4,0
162.mp4,0
163.mp4,0
164.mp4,1
165.mp4,0
166.mp4,0
167.mp4,0
168.mp4,0
169.mp4,1
16.mp4,0
170.mp4,0
171.mp4,1
172.mp4,1
173.mp4,1
174.mp4,1
175.mp4,0
176.mp4,0
177.mp4,1
178.mp4,1
179.mp4,0
17.mp4,0
180.mp4,0
181.mp4,0
182.mp4,1
183.mp4,1
184.mp4,0
185.mp4,0
186.mp4,0
187.mp4,0
188.mp4,0
189.mp4,0
18.mp4,0
190.mp4,0
191.mp4,0
192.mp4,0
193.mp4,1
194.mp4,0
195.mp4,0
196.mp4,1
197.mp4,1
198.mp4,0
199.mp4,1
19.mp4,0
1.mp4,1
200.mp4,0
201.mp4,0
202.mp4,1
203.mp4,1
204.mp4,0
205.mp4,1
206.mp4,1
207.mp4,1
208.mp4,1
209.mp4,0
20.mp4,0
210.mp4,0
211.mp4,1
212.mp4,1
213.mp4,0
214.mp4,0
215.mp4,1
216.mp4,0
217.mp4,1
218.mp4,0
219.mp4,0
21.mp4,1
220.mp4,0
221.mp4,0
222.mp4,0
223.mp4,0
224.mp4,1
225.mp4,1
226.mp4,0
227.mp4,0
228.mp4,1
229.mp4,0
22.mp4,1
230.mp4,1
231.mp4,1
232.mp4,0
233.mp4,1
234.mp4,0
235.mp4,1
236.mp4,1
237.mp4,0
238.mp4,0
239.mp4,0
23.mp4,0
240.mp4,1
241.mp4,0
242.mp4,0
243.mp4,0
244.mp4,0
245.mp4,1
246.mp4,0
247.mp4,1
248.mp4,1
249.mp4,0
24.mp4,1
250.mp4,0
251.mp4,0
252.mp4,0
253.mp4,0
254.mp4,0
255.mp4,0
256.mp4,0
257.mp4,0
258.mp4,1
259.mp4,0
25.mp4,0
260.mp4,1
261.mp4,0
262.mp4,0
263.mp4,0
264.mp4,1
265.mp4,1
266.mp4,0
267.mp4,1
268.mp4,0
269.mp4,1
26.mp4,1
270.mp4,1
271.mp4,0
272.mp4,1
273.mp4,0
274.mp4,0
275.mp4,0
276.mp4,1
277.mp4,0
278.mp4,1
279.mp4,1
27.mp4,0
280.mp4,1
281.mp4,0
282.mp4,0
283.mp4,1
284.mp4,1
285.mp4,1
286.mp4,0
287.mp4,1
288.mp4,1
289.mp4,1
28.mp4,1
290.mp4,1
291.mp4,1
292.mp4,0
293.mp4,0
294.mp4,0
295.mp4,0
296.mp4,0
297.mp4,1
298.mp4,0
299.mp4,0
29.mp4,0
2.mp4,1
300.mp4,0
301.mp4,0
302.mp4,1
303.mp4,0
304.mp4,1
305.mp4,1
306.mp4,0
307.mp4,1
308.mp4,1
309.mp4,0
30.mp4,1
310.mp4,0
311.mp4,1
312.mp4,0
313.mp4,0
314.mp4,1
315.mp4,0
316.mp4,1
317.mp4,1
318.mp4,1
319.mp4,0
31.mp4,0
320.mp4,0
321.mp4,0
322.mp4,1
323.mp4,0
324.mp4,0
325.mp4,1
326.mp4,1
327.mp4,0
328.mp4,0
329.mp4,1
32.mp4,0
330.mp4,0
331.mp4,1
332.mp4,0
333.mp4,0
334.mp4,0
335.mp4,0
336.mp4,1
337.mp4,1
338.mp4,0
339.mp4,0
33.mp4,0
340.mp4,0
341.mp4,0
342.mp4,1
343.mp4,1
344.mp4,0
345.mp4,0
346.mp4,1
347.mp4,1
348.mp4,0
349.mp4,1
34.mp4,1
350.mp4,1
351.mp4,0
352.mp4,0
353.mp4,0
354.mp4,0
355.mp4,0
356.mp4,1
357.mp4,0
358.mp4,1
359.mp4,1
35.mp4,0
360.mp4,0
361.mp4,0
362.mp4,0
363.mp4,0
364.mp4,1
365.mp4,0
366.mp4,0
367.mp4,1
368.mp4,1
369.mp4,0
