fname,liveness_score
0.mp4,0.4101371765136719
4.mp4,0.767898212779652
15.mp4,0.2055445584383878
17.mp4,0.012113744562322443
21.mp4,0.1631254716352983
23.mp4,0.7532768249511719
34.mp4,0.19648257168856534
38.mp4,0.3654760880903764
47.mp4,0.3680990392511541
49.mp4,0.3873256336558949
51.mp4,0.7725171175870028
57.mp4,0.5187513178045099
60.mp4,0.46386857466264203
62.mp4,0.01815032958984375
64.mp4,0.12610348788174716
77.mp4,0.17739452015269885
95.mp4,0.05359190160577947
100.mp4,0.10275199196555397
118.mp4,0.526330601085316
121.mp4,0.7818381569602273
123.mp4,0.27808276089754974
132.mp4,0.29593034224076703
139.mp4,0.09098052978515625
149.mp4,0.517565293745561
153.mp4,0.10784495960582387
158.mp4,0.3425943201238459
159.mp4,0.523099725896662
160.mp4,0.21705219962380148
162.mp4,0.3390013954856179
169.mp4,0.3822382146661932
174.mp4,0.2752728895707564
178.mp4,0.2275477322665128
184.mp4,0.5305283286354758
186.mp4,0.19410289417613635
187.mp4,0.004295002330433239
188.mp4,0.19252846457741477
190.mp4,0.25436756827614526
201.mp4,0.10758694735440341
202.mp4,0.649077675559304
206.mp4,0.9243892322887074
212.mp4,0.004295002330433239
214.mp4,0.5506120161576704
215.mp4,0.17944578690962357
224.mp4,0.3084071766246449
226.mp4,0.2012419267134233
228.mp4,0.3136929598721591
234.mp4,0.3302744085138494
235.mp4,0.5183258056640625
237.mp4,0.5835631110451438
250.mp4,0.20836361971768466
266.mp4,0.23288380015980115
271.mp4,0.21819049661809747
278.mp4,0.010349620472301136
286.mp4,0.1987491954456676
289.mp4,0.04630626331676136
293.mp4,0.565503553910689
297.mp4,0.3417937538840554
300.mp4,0.01055422696200284
302.mp4,0.32036001032049005
303.mp4,0.4384949424050071
311.mp4,0.39930018511685456
315.mp4,0.24561379172585227
318.mp4,0.48072988336736505
320.mp4,0.6552186445756392
330.mp4,0.4316895224831321
338.mp4,0.38214111328125
342.mp4,0.5966822884299539
358.mp4,0.25348507274280896
364.mp4,0.4119692715731534
368.mp4,0.12031763250177557
370.mp4,0.08639179576526988
377.mp4,0.35454021800648083
378.mp4,0.4528321352871982
381.mp4,0.3774647279219194
387.mp4,0.07147164778275923
397.mp4,0.5644841627641157
400.mp4,0.45450349287553266
404.mp4,0.15085809881036932
406.mp4,0.4863059303977273
410.mp4,0.3675422668457031
411.mp4,0.009680314497514204
412.mp4,0.03467802567915483
437.mp4,0.22281694412231445
450.mp4,0.4670351201837713
460.mp4,0.046935688365589485
466.mp4,0.21376176313920456
474.mp4,0.33541072498668323
479.mp4,0.25927075472745026
482.mp4,0.13154047185724432
486.mp4,0.08511109785600142
488.mp4,0.16642899946732956
496.mp4,0.5004979913884943
500.mp4,0.03201996196400036
507.mp4,0.08404922485351562
510.mp4,0.1033035625110973
516.mp4,0.4089071100408381
522.mp4,0.07624920931729404
523.mp4,0.08913577686656605
527.mp4,0.3192575628107244
528.mp4,0.21977372602982956
537.mp4,0.43302778764204547
539.mp4,0.022910779172723942
542.mp4,0.4210298711603338
545.mp4,0.25539640946821734
552.mp4,0.30463305386629974
566.mp4,0.5420802723277699
567.mp4,0.17075477946888318
569.mp4,0.13935123790394177
574.mp4,0.22609337893399326
578.mp4,0.07823285189541904
581.mp4,0.42744861949573865
586.mp4,0.3962883949279785
592.mp4,0.08252161199396307
607.mp4,0.6757972023703835
616.mp4,0.024561795321377842
621.mp4,0.6141305403275923
626.mp4,0.5997938676313921
634.mp4,0.20972824096679688
638.mp4,0.27878293124112213
647.mp4,0.08752302689985796
648.mp4,0.35019337047230115
659.mp4,0.034470438957214355
660.mp4,0.2708192305131392
661.mp4,0.14810718189586292
666.mp4,0.3721594376997514
672.mp4,0.16025543212890625
677.mp4,0.7015377391468395
680.mp4,0.46623403375799005
683.mp4,0.11999477039683949
689.mp4,0.16087410666725852
696.mp4,0.554888291792436
703.mp4,0.23433459888805042
705.mp4,0.09884816950017755
707.mp4,0.1934720819646662
708.mp4,0.009090770374644886
714.mp4,0.28178145668723364
717.mp4,0.26091072776100854
722.mp4,0.027563268488103695
724.mp4,0.29566539417613635
731.mp4,0.24592035466974432
