fname,liveness_score
0.mp4,0.024726868
4.mp4,0.3971138
15.mp4,0.07139969
17.mp4,0.22276306
21.mp4,0.08662796
23.mp4,0.18201828
34.mp4,0.14710236
38.mp4,0.052633286
47.mp4,0.4030094
49.mp4,0.16121674
51.mp4,0.56391907
57.mp4,0.2299881
60.mp4,0.35932922
62.mp4,0.65940857
64.mp4,0.45645523
77.mp4,0.17860031
95.mp4,0.015010834
100.mp4,0.31621552
118.mp4,0.5972824
121.mp4,0.28619003
123.mp4,0.6039238
132.mp4,0.522995
139.mp4,0.33651733
149.mp4,0.017787933
153.mp4,0.50865936
158.mp4,0.11463928
159.mp4,0.029986382
160.mp4,0.43870354
162.mp4,0.53996277
169.mp4,0.29044724
174.mp4,0.36105108
178.mp4,0.13156319
184.mp4,0.05196762
186.mp4,0.091911316
187.mp4,0.42810822
188.mp4,0.113708496
190.mp4,0.51371384
201.mp4,0.12602615
202.mp4,0.22133636
206.mp4,0.67401505
212.mp4,0.42810822
214.mp4,0.59103394
215.mp4,0.40772247
224.mp4,0.28809357
226.mp4,0.24445915
228.mp4,0.46901703
234.mp4,0.6480484
235.mp4,1.0491714
237.mp4,0.2539749
250.mp4,0.51683044
266.mp4,0.4765663
271.mp4,0.16231155
278.mp4,0.0826416
286.mp4,0.2195034
289.mp4,0.04065323
293.mp4,0.2619543
297.mp4,0.98098755
300.mp4,0.4700203
302.mp4,0.05670023
303.mp4,0.0317688
311.mp4,0.30484772
315.mp4,0.23672485
318.mp4,0.33045197
320.mp4,0.056135178
330.mp4,0.29903603
338.mp4,0.17796707
342.mp4,0.6358032
358.mp4,0.3501358
364.mp4,0.08618927
368.mp4,0.04133606
370.mp4,0.45510864
377.mp4,0.31980133
378.mp4,0.17821503
381.mp4,0.077944756
387.mp4,0.15789318
397.mp4,0.3422928
400.mp4,0.20279312
404.mp4,0.3747387
406.mp4,0.25924158
410.mp4,0.043754578
411.mp4,0.44824982
412.mp4,0.22796631
437.mp4,0.029387236
450.mp4,0.34539413
460.mp4,0.36414337
466.mp4,0.059303284
474.mp4,0.09083557
479.mp4,0.19340324
482.mp4,0.6462879
486.mp4,0.16980362
488.mp4,0.098804474
496.mp4,0.7219734
500.mp4,0.48867607
507.mp4,0.1562767
510.mp4,0.33713388
516.mp4,0.11945343
522.mp4,0.30230236
523.mp4,0.18930435
527.mp4,0.099998474
528.mp4,0.2870636
537.mp4,0.51641846
539.mp4,0.2984028
542.mp4,0.27484512
545.mp4,0.19543076
552.mp4,0.03067398
566.mp4,0.21020126
567.mp4,0.13207388
569.mp4,0.5417166
574.mp4,0.44075012
578.mp4,0.12953568
581.mp4,0.47901154
586.mp4,0.265831
592.mp4,0.25507593
607.mp4,0.41042328
616.mp4,0.31027794
621.mp4,0.072286606
626.mp4,0.01877594
634.mp4,0.06955719
638.mp4,0.021083832
647.mp4,0.16473204
648.mp4,0.11245155
659.mp4,0.33984327
660.mp4,0.86000824
661.mp4,0.34162712
666.mp4,0.04758072
672.mp4,0.5264168
677.mp4,0.33979702
680.mp4,0.55867386
683.mp4,0.31002426
689.mp4,0.3175621
696.mp4,0.15247726
703.mp4,0.3583889
705.mp4,1.1690826
707.mp4,0.3862877
708.mp4,0.3683796
714.mp4,0.6213455
717.mp4,0.38981247
722.mp4,0.20469093
724.mp4,0.006641388
731.mp4,0.86839294
733.mp4,0.28495026
740.mp4,0.3351059
748.mp4,0.6504135
757.mp4,0.004360199
760.mp4,0.28351212
762.mp4,0.12372875
766.mp4,0.5503235
770.mp4,0.27909088
773.mp4,0.3471737
776.mp4,0.031288147
777.mp4,0.10519409
786.mp4,0.12208557
790.mp4,0.1361885
794.mp4,0.5661564
799.mp4,0.30670547
808.mp4,0.5434827
828.mp4,0.12198162
830.mp4,0.04467392
832.mp4,0.1794796
841.mp4,0.68395233
843.mp4,0.27330017
853.mp4,0.022440195
857.mp4,0.22226334
861.mp4,0.31446838
867.mp4,0.07366562
872.mp4,0.2600937
876.mp4,0.03819084
879.mp4,0.056755066
880.mp4,0.32531357
881.mp4,0.45246124
882.mp4,0.5071449
884.mp4,0.38564825
891.mp4,0.12059784
892.mp4,0.44580078
901.mp4,0.34889984
902.mp4,0.5417166
916.mp4,0.21232796
917.mp4,0.116256714
919.mp4,0.06729889
925.mp4,0.13293457
933.mp4,0.3171091
935.mp4,0.24843025
944.mp4,0.37263203
953.mp4,0.15524387
957.mp4,1.3258209
959.mp4,0.03993988
960.mp4,0.28177547
962.mp4,0.09738922
965.mp4,0.23772049
966.mp4,0.46312523
972.mp4,0.37939656
973.mp4,0.36218262
979.mp4,0.44221497
981.mp4,0.057012558
983.mp4,0.40099335
1001.mp4,0.04062271
1005.mp4,0.39700317
1022.mp4,0.072654724
1023.mp4,0.02684784
1045.mp4,0.3245039
1048.mp4,0.16553116
1049.mp4,0.42997742
1062.mp4,0.49802685
1079.mp4,0.5409889
1092.mp4,0.20548248
1102.mp4,0.37424695
1116.mp4,0.39925385
1122.mp4,0.6855011
1132.mp4,0.5460968
1133.mp4,0.46183872
1141.mp4,0.21581936
1151.mp4,0.10715866
1155.mp4,0.14031553
1156.mp4,1.6834068
1159.mp4,1.773407
1178.mp4,0.43369293
1180.mp4,0.20559502
1187.mp4,0.20547485
1201.mp4,0.53775024
1208.mp4,0.18372726
1214.mp4,0.111961365
1220.mp4,0.26468086
1224.mp4,0.4006424
1227.mp4,0.47172213
1239.mp4,0.61338806
1243.mp4,0.26797104
1246.mp4,0.39997673
1247.mp4,0.16549683
1249.mp4,0.14788818
1255.mp4,0.89221954
1258.mp4,0.2519881
1259.mp4,0.17864227
1261.mp4,0.2719841
1266.mp4,0.42508316
1268.mp4,0.080192566
1271.mp4,0.20066833
1272.mp4,0.32688904
1276.mp4,0.57354736
1282.mp4,0.18340468
1284.mp4,0.24185562
1287.mp4,0.01210022
1291.mp4,0.36935997
1295.mp4,0.055178165
1298.mp4,0.13305664
1299.mp4,0.49604797
